"199","3","100","3","2015-08-07 02:41:16"
"200","3","50","3","2015-08-07 03:10:35"
"201","3","20","2","2015-08-07 03:32:10"
"202","3","30","2","2015-08-07 07:48:04"
"203","3","110","3","2015-08-07 07:51:31"
"204","3","40","2","2015-08-07 11:42:09"
"205","3","210","4","2015-08-07 11:45:16"
"206","3","90","3","2015-08-07 13:28:04"
"207","3","50","3","2015-08-07 16:52:33"
"208","3","80","3","2015-08-07 16:53:58"
"209","3","640","6","2015-08-07 17:02:37"
"210","3","20","2","2015-08-08 13:29:08"
"211","3","110","4","2015-08-08 15:07:01"
"212","3","40","3","2015-08-08 15:08:33"
"213","3","70","3","2015-08-09 05:37:37"
"214","3","20","2","2015-08-09 10:43:16"
"215","3","150","4","2015-08-10 07:03:25"
"216","3","700","6","2015-08-10 07:11:30"
"217","3","20","2","2015-08-10 20:58:45"
"218","3","20","2","2015-08-10 22:33:23"
"219","3","10","2","2015-08-10 22:34:11"
"220","3","10","3","2015-08-10 22:34:32"
"221","3","190","4","2015-08-11 17:21:13"
"222","3","20","2","2015-08-11 23:30:50"
"223","3","280","4","2015-08-13 03:27:15"
"224","3","0","4","2015-08-13 03:27:28"
"225","3","1070","8","2015-08-13 03:51:06"
"226","3","250","5","2015-08-16 08:08:21"
"227","3","40","3","2015-08-16 18:28:06"
"228","3","350","5","2015-08-16 18:32:15"
"229","3","2260","11","2015-08-16 18:56:36"
"230","3","20","2","2015-08-16 19:42:13"
"231","3","1020","8","2015-08-16 19:53:56"
"232","3","1110","8","2015-08-16 22:18:43"
"233","3","620","7","2015-08-16 22:27:12"
"234","3","30","2","2015-08-17 00:17:05"
"235","3","80","3","2015-08-17 00:54:55"
"236","3","20","2","2015-08-17 03:26:25"
"237","3","710","7","2015-08-17 03:34:37"
"238","3","20","2","2015-08-18 14:59:54"
"239","3","1020","8","2015-08-19 01:25:24"
"240","3","0","8","2015-08-19 01:25:41"
"241","2","0","2","2015-08-19 20:32:09"
"242","198","10","2","2015-08-19 20:33:05"
"243","3","20","2","2015-08-23 03:39:53"
"244","3","0","3","2015-08-23 03:40:08"
"245","3","0","2","2015-08-23 03:40:47"
"246","3","480","6","2015-08-23 03:49:50"
"247","3","70","4","2015-08-24 23:24:58"
"248","3","1780","9","2015-08-24 23:42:10"
"249","3","110","3","2015-08-30 22:07:53"
"250","206","20","2","2015-08-31 18:23:45"
"251","206","10","2","2015-08-31 18:24:56"
"252","3","30","3","2015-09-04 05:25:58"
"253","3","20","2","2015-09-04 05:29:00"
"254","3","20","2","2015-09-04 05:29:34"
"255","3","110","3","2015-09-04 19:15:53"
"256","3","20","2","2015-09-07 04:15:27"
"257","3","20","2","2015-09-07 04:16:25"
"258","3","70","3","2015-09-07 04:19:22"
"259","3","40","3","2015-09-07 04:21:54"
"260","3","40","2","2015-09-07 04:23:15"
"261","3","20","2","2015-09-07 04:25:26"
"262","3","640","6","2015-09-07 04:31:57"
"263","3","20","2","2015-09-07 04:34:36"
"264","3","30","2","2015-09-07 04:37:12"
"265","3","20","2","2015-09-11 00:47:45"
"266","3","1210","8","2015-09-11 00:58:47"
"267","3","20","2","2015-09-12 17:10:10"
"268","3","20","2","2015-09-12 17:13:53"
"269","3","20","2","2015-09-15 18:18:25"
"270","3","0","2","2015-09-15 18:18:49"
"271","3","20","2","2015-09-18 10:02:07"
"272","3","40","2","2015-09-18 19:54:29"
"273","3","90","3","2015-09-18 19:57:08"
"274","3","180","4","2015-09-18 23:18:41"
"275","3","0","4","2015-09-18 23:18:55"
"276","3","1160","8","2015-09-19 02:39:43"
"277","3","280","5","2015-09-19 02:43:10"
"278","3","50","2","2015-09-19 10:12:21"
"279","3","100","3","2015-09-19 16:54:59"
"280","3","4830","14","2015-09-19 17:46:42"
"281","3","140","3","2015-09-19 21:35:18"
"282","3","170","4","2015-09-19 21:38:41"
"283","3","90","3","2015-09-19 21:42:45"
"284","3","80","3","2015-09-19 21:45:19"
